rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R64611738,h168637411,elizabeth,b,carroll,f,47,1/11/1970, 8  Roughley  Place ,Florey,2615.0,ACT, 02  3079  0087 ,elizabeth.carroll@yahoo.com,certificate-iv,construction-worker,, 6366  1941  7115  7536 ,29,2015-09-12T03:30+00:00
R40519427,a129750414,dennis,scott,anderson,f,68,11/5/1952, 53  fassifern  street  ettalong  beach  vlge ,ettalong,2257.0,nsw, 02  6526  2555 ,dennis.anderson@hotmail.com,masters-degree,education-professional,119094.0, 5462  9108  3943  4825 ,49,2020-07-05t17:14+00:00
R54981545,a144155598,erin,anne,joyner,f,28,21/5/1992, 55  Harden  Street , Acacia  Ridge ,4110.0,QLD, 07  0166  4656 ,joyner.erin@mail.com,senior-secondary-school,secretary,44374.0, 6235  5667  9878  9799 ,9,2020-02-09T05:35+00:00
R55028019,d105508291,anita,,brown,f,52,26/12/1965, 23  Olearia  Street , Everton  Hills ,4053.0,QLD, 07  6815  7928 ,kmseddnrrs@mail.com.au,senior-secondary-school,taxi-driver,19385.0, 9101  4743  5472  8160 ,36,2017-12-06T06:24+00:00
R45719196,f141157969,william,ray,patel,m,66,14/1/1954, 610  emu  park  road  broadmeadows ,nankin,4701.0,qld,,patel56@hotmail.com,advance-diploma,ict-technician,142188.0, 8694  2919  3282  7981 ,44,2017-11-24t18:12+00:00
R15302546,g151320465,donovan,keith,thrush,f,26,23/5/1993, 8  Norm  Court ,Wodonga,3690.0,VIC, 03  4136  8759 ,thrush20@mail.com.au,diploma,engineering-worker,, 2662  3811  4023  8616 ,7,2018-04-13T18:53+00:00
R39803079,e198339700,kandy,junealicia,muthakana,f,16,4/1/2001, 3  Echuca  Street ,Broadmeadows,3047.0,VIC, 03  1490  7861 ,kandy94@yahoo.com,certificate-ii,construction-worker,, 9063  8634  3175  9617 ,0,2017-02-13T03:28+00:00
R29264906,h199064226,christine,lavette,marcuson,f,66,21/8/1950, 6  Nymboida  Street ,Coogee,2034.0,NSW, 02  3421  9080 ,marcuson87@yahoo.com,certificate-ii,health-support-worker,46473.0, 6733  8982  5366  3271 ,51,2016-05-07T15:52+00:00
R66039592,d126593609,priscilla,denise,fansler,f,61,5/5/1956, 60  Baltimore  Parade ,Merriwa,6030.0,WA, 08  7198  9118 ,priscilla.adams@yahoo.com,advance-diploma,other-technician,, 8361  5337  1629  7846 ,45,2017-10-14T14:58+00:00
R00159788,b108091875,edith,lynn,garris,f,44,31/3/1972, 5  Helpman  Street ,Darwin,800.0,NT, 08  9555  4835 ,edith.yount@aol.com,certificate-iii,other-technician,143382.0, 6419  7260  4012  9166 ,25,2012-04-08T22:47+00:00
R10370925,i131502079,jo,elvira,wilkins,f,34,13/12/1984, 30  Tilanbi  Street ,Howrah,7018.0,TAS, 03  8096  1198 ,wilkins84@yahoo.com,diploma,automotive-worker,75538.0, 3111  9784  5847  4877 ,17,2018-04-09T20:05+00:00
R06991773,f176793190,shirley,,mclean,f,6,15/9/2010, 34  Bruce  Parade ,Lucinda,4850.0,QLD, 07  8408  5182 ,shirley6@aol.com,primary-school,,0.0,,0,2016-10-04T11:33+00:00
R95267492,g169522749,bridget,anne,matter,f,25,12/12/1992, 20  Schomburgk  Street ,Yarralumla,2600.0,ACT, 02  3206  5441 ,bridget.matter@mail.com,secondary-school,taxi-driver,-9999.0, 6587  1610  0475  3756 ,9,2017-10-26T12:09+00:00
R20207919,b122099107,alexander,mayo,miolla,f,47,13/11/1969, 31  Tichbourne  Crescent ,Kooringal,2650.0,NSW, 02  4303  3711 ,miolla.alexander@mail.com,certificate-iii,ict-technician,, 8282  0920  9771  1184 ,32,2016-03-02T06:55+00:00
R98382363,c132836893,christopher,william,marrow,m,22,20/5/1998, Cemetery  Road  Wheatfields ,Murtoa,3390.0,VIC, 03  7197  7891 ,marrow.christopher@gmail.com,secondary-school,un-employed,1870.0, 8401  4863  5506  1847 ,3,2020-10-21T03:21+00:00
R16457296,c115962674,deia,faye,raines,f,18,7/8/1998, 66  Oak  Street ,Tamworth,2340.0,NSW, 02  7522  9099 ,raines71@yahoo.com,certificate-i,secretary,38561.0, 6923  9051  6500  9978 ,3,2016-02-09T11:14+00:00
R41150816,d116840151,john,leroy,gerland,f,62,26/10/1957, 5  Armytage  Way ,Hillarys,6025.0,WA, 08  5027  9348 ,john62@mail.com.au,bachelor-degree,ict-professional,-9999.0, 3704  5070  0529  0999 ,42,2017-06-18T20:32+00:00
R98789100,f180197809,alice,nicole,greenwood,f,60,19/11/1960, 50  bolton  street  newcastle  vein  clinic ,newcastle,2300.0,nsw, 02  0350  2857 ,greenwood.alice@mail.com.au,certificate-i,carer,-9999.0, 2265  8167  9279  6811 ,40,2019-06-05t16:03+00:00
R26502429,a152962240,kimalla,blair,rothweiler,f,56,12/9/1964, 15  sycamore  road  kanimbla , wagga  wagga ,2650.0,nsw, 02  2742  6232 ,kimalla29@gmail.com,certificate-iv,automotive-worker,, 2094  4383  3222  8361 ,33,2016-01-01t20:37+00:00
R11487095,f104897151,kyndraus,,surgeon,f,17,4/6/2001, 4  Middlegate  Mews , Quinns  Rocks ,6030.0,WA, 08  3014  6255 ,surgeon.kyndraus@hotmail.com,bachelor-degree,health-professional,119878.0, 0076  5509  3279  7560 ,0,2018-03-03T08:10+00:00
R90283861,g126809183,elijah,,engelmann,f,22,9/5/1995, 686  whitemore  road  roselands ,whitemore,7303.0,tas, 03  1142  6101 ,engelmann13@mail.com.au,certificate-iv,engineering-worker,63021.0, 7889  7670  6242  2048 ,6,2017-08-16T20:59+00:00
R01039412,g104231091,amy,lewis,herron,f,47,29/4/1969, 20  Bryant  Street ,Cranbrook,4814.0,QLD, 07  9242  6608 ,amy70@yahoo.com,advance-diploma,legal-professional,125857.0, 1514  1007  7050  0015 ,26,2010-09-13T22:13+00:00
R62538011,i163158021,glenn,pace,reiber,f,38,10/11/1980, 76  Williams  Road , Myers  Flat ,3556.0,VIC, 03  1757  8967 ,lqkfgklqnr@hotmail.com,certificate-i,clerical-worker,42374.0, 5298  2329  4393  1601 ,20,2017-10-24T11:08+00:00
R61324051,h103542611,michael,franklin,martin,f,73,21/2/1944, 6  Kurrie  Street ,Hillbank,5112.0,SA, 08  6496  4187 ,michael.salter@mail.com,certificate-ii,construction-worker,80000.0, 4970  0228  7592  6846 ,55,2015-04-26T15:05+00:00
R45558708,c185540857,katherine,gaddis,campbell,f,30,4/10/1988, 19  Carson  Drive ,Corowa,2646.0,NSW, 02  6655  6729 ,katherine95@mail.com,certificate-iv,ict-technician,103838.0, 9038  0360  6188  1347 ,12,2017-12-18T09:49+00:00
R84328176,i138642781,mark,wade,hawkins,f,32,18/3/1988, 49  augusta  road  calvary  campus , lenah  valley ,7008.0,tas, 03  4622  2569 ,mark.hawkins@gmail.com,diploma,other-worker,82257.0, 6446  8274  9848  1255 ,13,2020-05-16t23:08+00:00
R79304866,e109463678,james,eugene,williams,m,66,3/1/1951,,Kapunda,5373.0,SA, 08  9003  5089 ,williams85@aol.com,secondary-school,un-employed,-9999.0, 1923  2126  3964  7774 ,49,2016-09-04T02:48+00:00
R67793656,d167667935,edward,jay,makkar,f,8,21/12/2012, 161  Herring  Road , North  Ryde ,2113.0,NSW, 02  2540  9428 ,edward.makkar@aol.com,primary-school,,0.0,,0,2020-10-18T01:30+00:00
R87019130,c108901137,taderro,wade,mcdonald,m,20,16/1/2000, 39  Goborra  Street , Glenfield  Park ,2650.0,NSW, 02  9742  3090 ,taderro.mcdonald@hotmail.com,diploma,other-technician,-9999.0, 0508  1730  8076  8146 ,1,2020-10-22T17:48+00:00
R30214185,c118254301,melissa,renee,gower,f,34,10/9/1986, 3  hardwick  street  flt  1 , north  melbourne ,3051.0,vic,,dakhtreahe@hotmail.com,senior-secondary-school,construction-labourer,, 4190  5567  3065  5407 ,15,2020-11-02T13:17+00:00
R80596443,g196430845,carolyn,c,laroque,f,76,5/9/1944, 33  ainslie  avenue  qbe  bldg , canberra  city ,2601.0,act, 02  1058  4143 ,laroque.carolyn@aol.com,certificate-ii,personal-services-worker,38522.0, 6084  1994  3404  2291 ,54,2017-11-05t09:37+00:00
R78117345,a131784571,gary,ray,plovc,m,22,8/12/1998, 85  Rosebud  Parade ,Rosebud,3939.0,VIC, 03  3423  6232 ,plovc.gary@mail.com.au,advance-diploma,health-professional,-9999.0, 0163  6231  0882  4025 ,3,2020-08-13T16:46+00:00
R85720419,c182954170,terry,olen'ohara,duckett,f,21,8/9/1998, 28  Osborne  Street , Ocean  Grove ,3226.0,VIC, 03  1880  3847 ,terry65@hotmail.com,bachelor-degree,art-media-professional,114411.0, 5696  2004  4811  9854 ,3,2019-08-08T10:56+00:00
R79577757,d175777579,johnnie,bhushanachakra,ross,f,19,9/12/2000, 3  Jubilee  Avenue ,Goonellabah,2480.0,NSW, 02  6330  0996 ,johnnie.ross@aol.com,secondary-school,other-labourer,10251.0, 9467  2998  5532  3119 ,1,2019-11-10T12:23+00:00
R39858089,b198038985,erin,denise,berkowitz,f,59,3/1/1961, 45  Elder  Street ,Watsonia,3087.0,VIC, 03  1866  1136 ,erin20@mail.com,certificate-iv,other-technician,117014.0, 9191  9911  9950  0600 ,39,2019-03-12T10:27+00:00
R30907472,f170902374,cal,dayton,vernon,m,51,10/6/1965, 128  Lawrence  Hargrave  Drive ,Austinmer,2515.0,NSW,,cal88@gmail.com,advance-diploma,other-technician,143419.0, 9133  3073  4849  6477 ,35,2015-11-03T23:29+00:00
R52287008,i182708052,charles,jones,lane,m,43,4/11/1976, 3  Harburg  Drive ,Beenleigh,4207.0,QLD, 07  5339  7366 ,charles72@yahoo.com,senior-secondary-school,taxi-driver,, 4539  3953  7760  7380 ,25,2019-01-02T06:31+00:00
R55694799,h195997456,allyson,bettina,callicutt,f,30,22/7/1990, 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  7977  7453 ,callicutt.allyson@mail.com.au,advance-diploma,health-professional,97386.0, 0998  6854  6468  4728 ,11,2020-04-08t01:04+00:00
R62748346,d127468643,donna,s,brown,f,42,26/2/1978, 53  park  road  sh  b11 ,cabramatta,2166.0,nsw, 02  2115  3871 ,brown19@gmail.com,diploma,construction-worker,91177.0, 4706  1308  4615  5647 ,23,2020-06-14t15:08+00:00
R92942988,a189922984,james,g,watters,m,72,24/7/1948, 26  Warandoo  Street ,Hornsby,2077.0,NSW, 02  9271  9091 ,,diploma,ict-technician,107502.0, 1313  1176  1654  8125 ,53,2020-10-05T07:36+00:00
R52678672,b125768762,paul,arlen,whichard,m,54,30/12/1965, 510  Menangle  Road ,Menangle,2568.0,NSW, 02  8173  4919 ,paul.whichard@aol.com,diploma,ict-technician,93163.0, 1617  8969  9997  1531 ,36,2019-09-04T03:15+00:00
R40857180,b181804750,adam,kelly,berry,m,28,29/6/1992, 5  hall  street  apt  12 , moonee  ponds ,3039.0,vic, 03  5420  4690 ,rdsanssjmq@yahoo.com,certificate-i,carer,45895.0, 7056  1555  4839  8406 ,8,2019-04-01t12:23+00:00
R77346987,a164977387,lora,r,adams,f,8,23/5/2011, 42  Keam  Street ,Mildura,3500.0,VIC, 03  3234  1338 ,hkftonmgtc@yahoo.com,primary-school,,0.0,,0,2019-10-22T12:03+00:00
R17074865,g106757481,myrika,goodwin,moore,f,30,25/4/1987, 50  Telopea  Street ,Redfern,2016.0,NSW, 02  9284  4296 ,myrika.moore@hotmail.com,certificate-iii,engineering-worker,-9999.0, 5706  3360  9831  0172 ,13,2016-09-07T05:34+00:00
R19351197,c113911795,douglas,,maccarone,f,60,23/8/1957, 63  Honeysuckle  Street ,Bendigo,3550.0,VIC, 03  7744  6487 ,laplblkgte@mail.com,certificate-i,clerical-worker,33157.0, 1946  3146  1162  0131 ,44,2017-08-18T01:33+00:00
R42928203,c189422023,margaret,sue,burgess,f,50,17/3/1968, 392  East  Kurrajong  Road , Kurrajong  East ,2758.0,NSW, 02  0150  7325 ,,secondary-school,factory-worker,17078.0, 8157  6580  8369  2372 ,33,2018-06-27T19:17+00:00
R86193407,b140963178,kathryn,moore,thomas,f,55,6/5/1965, 117  Penshurst  Road ,Narwee,2209.0,NSW, 02  2193  8699 ,thomas.kathryn@aol.com,senior-secondary-school,taxi-driver,17741.0, 6774  1120  2047  4908 ,36,2020-12-27T21:25+00:00
R57267312,i127621573,rebecca,johnson,castillo,f,30,25/10/1987, 43  Kurrajong  Drive , Alice  Springs ,870.0,NT, 08  3860  3113 ,ctspghlobs@gmail.com,advance-diploma,other-technician,147499.0, 8294  4706  4025  6731 ,11,2014-12-26T22:38+00:00
R29025321,i132201259,christopher,joseph,mclucas,m,39,21/10/1981, 73  victoria  street  apt  2004 , potts  point ,2011.0,nsw, 02  0864  5235 ,rbalhappgi@yahoo.com,diploma,engineering-worker,78708.0, 4354  5108  1050  7650 ,20,2020-03-05t24:45+00:00
R30540501,c110045503,tracy,steven,jordan,m,25,7/4/1994, 28  Borella  Circuit ,Jingili,810.0,NT, 08  9751  3738 ,jordan.tracy@mail.com,secondary-school,construction-labourer,19345.0, 1031  8232  1151  8027 ,6,2018-06-16T17:37+00:00
R99473916,a199496731,glen,,fleegle,f,46,29/11/1974, 37  fisher  street  palm  beach  caravan  park ,rockingham,6168.0,wa, 08  5008  0576 ,glen50@yahoo.com,senior-secondary-school,other-labourer,13216.0, 2536  8181  6422  4480 ,23,2016-10-24t10:26+00:00
R74683031,b174130368,michael,ellis,doughty,f,60,21/7/1959, 70  Darley  Street ,Shellharbour,2529.0,NSW, 02  6339  7942 ,,bachelor-degree,other-technician,100601.0, 8658  2864  1490  0151 ,40,2017-01-07T01:20+00:00
R73661253,h171326635,gregory,l,gordon,f,56,8/10/1961, Highland  Road ,Monarto,5254.0,SA, 08  7075  2628 ,foqotppsrf@yahoo.com,secondary-school,taxi-driver,-9999.0, 0259  3363  6347  1755 ,40,2017-12-12T06:08+00:00
R14712814,g121817414,wiley,,mato,f,63,30/9/1953, 40  Park  Street , Hyde  Park ,5061.0,SA, 08  7504  7549 ,wiley.mato@hotmail.com,certificate-iv,engineering-worker,, 0801  7355  2236  0262 ,48,2016-09-05T21:51+00:00
R91455733,a153179534,robert,bradley,show,m,52,21/12/1968, 330  warra  creek  road  warra  creek ,didcot,4621.0,qld,,show.robert@hotmail.com,advance-diploma,ict-technician,-9999.0, 1048  1227  6348  3651 ,33,2020-02-06t24:03+00:00
R84156122,f112284165,ashton,,clowney,f,15,19/7/2002, 14  Jocelyn  Boulevard , Quakers  Hill ,2763.0,NSW, 02  9308  6580 ,ashton.clowney@mail.com.au,senior-secondary-school,casual-worker,0.0, 4580  2959  2953  1128 ,1,2017-04-03T22:52+00:00
R22098324,i124082392,francis,arden,cottingham,f,31,7/6/1989, 267  Roslyn  Avenue , Blackmans  Bay ,7052.0,TAS, 03  5339  4191 ,cottingham.francis@mail.com,graduate-certificate,ict-professional,100435.0, 7320  4261  1992  2676 ,11,2019-08-19T08:06+00:00
R45554375,i143755455,tammy,b,whitener,f,75,6/4/1945, 141  pacific  pines  boulevard  montebello ,gaven,4211.0,qld, 07  3128  9506 ,tammy98@yahoo.com,bachelor-degree,other-technician,, 5996  2664  7041  6293 ,54,2018-10-20t10:17+00:00
R59310379,d199373501,austin,,jordan,f,38,13/1/1981, 36  Woodlands  Avenue , New  Lambton ,2305.0,NSW, 02  0752  2479 ,austin8@hotmail.com,senior-secondary-school,machinary-driver,16896.0, 9084  2209  7422  2790 ,20,2019-08-15T14:44+00:00
R58776906,c196867057,laura,,hallett,f,58,12/1/1959, 4  Florence  Road , Surrey  Hills ,3127.0,VIC, 03  8496  4061 ,laura.hallett@mail.com,masters-degree,chief-executive,122059.0, 7601  2635  5649  2801 ,41,2016-12-08T22:51+00:00
R44778661,b148676174,chester,michael,sereno-wilson,f,10,10/9/2009, 15  Vernon  Terrace ,Newstead,4006.0,QLD, 07  5495  0539 ,sereno-wilson.chester@hotmail.com,primary-school,,0.0,,0,2019-08-18T12:40+00:00
R62352514,d136554212,charles,travis,jolley,f,65,15/4/1953, 159  brisbane  street  villa  9 , st  marys ,2760.0,nsw, 02  6773  1347 ,jolley.charles@yahoo.com,secondary-school,shop-assistent,6801.0, 0322  4861  2130  3950 ,48,2018-01-08T15:59+00:00
R44482789,h187984442,frank,,mcclarin,m,27,25/7/1993, 84  Brooks  Street , Cooks  Hill ,2300.0,NSW, 02  9158  0201 ,fhakptqkfp@mail.com.au,advance-diploma,ict-professional,-9999.0, 1008  8802  5413  7158 ,7,2019-10-03T04:34+00:00
R05735808,c153800785,jacqueline,,walker,f,46,4/11/1973, 6  Sophie  Place , West  Launceston ,7250.0,TAS,,jacqueline.walker@mail.com,graduate-diploma,education-professional,119118.0, 6237  0108  0386  6594 ,28,2019-05-25T08:18+00:00
R02826970,g160802927,phillip,curtis,linthicum,f,41,27/5/1978, 16  Noack  Street ,Harristown,4350.0,QLD,,linthicum.phillip@yahoo.com,senior-secondary-school,taxi-driver,17756.0, 1236  4354  7014  9264 ,22,2018-09-18T15:50+00:00
R46223830,f142833602,jacqueline,nacole,carlisle,f,39,26/9/1981, 13  Mimosa  Close , St  Clair ,2759.0,NSW, 02  2873  9020 ,pheinpplch@mail.com,bachelor-degree,art-media-professional,130962.0, 7780  6204  1383  9016 ,20,2020-03-23T13:09+00:00
R39833526,b198533263,ermelindo,bernard,lee,m,14,14/7/2006, 18  grove  street  levenbank  hostel ,ulverstone,7315.0,tas, 03  6148  2291 ,ermelindo81@aol.com,secondary-school,,-9999.0,,0,2020-06-20t03:58+00:00
R97723511,a121937517,john,richard,tuck,f,20,18/9/1999, Kingston  Town  Shopping  Centre ,Kingston,7051.0,TAS, 03  1479  2809 ,john2@aol.com,diploma,ict-technician,-9999.0, 7470  1504  4869  2523 ,2,2019-08-10T15:05+00:00
R25607350,i102573506,marco,avery,sanders,f,48,24/7/1971, 38  Ryan  Street , Broken  Hill ,2880.0,NSW, 02  5418  2593 ,mcmillan93@aol.com,diploma,ict-technician,111816.0, 7501  9224  4037  7596 ,29,2018-01-05T18:17+00:00
R04156241,a141625401,linda,h,chapman,f,75,7/8/1944, 40  Cooper  Road ,Kudla,5115.0,SA, 08  3669  9219 ,chapman.linda@mail.com,graduate-diploma,re-tired,0.0, 2668  7473  7963  4577 ,45,2019-11-22T01:01+00:00
R22152817,e182752121,tommy,coley,weaner,m,33,13/5/1987, 14  Seale  Street ,Darwin,800.0,NT, 08  2882  7402 ,weaner.tommy@yahoo.com,certificate-iv,other-technician,94814.0, 1008  7792  6771  8749 ,14,2020-04-04T05:50+00:00
R83174204,e144031287,sharon,lynn,kane,f,56,20/2/1963, 3  Phoenix  Avenue ,Bongaree,4507.0,QLD, 07  7565  1658 ,cllmqjskjd@hotmail.com,secondary-school,machinary-driver,, 7461  0465  6109  0509 ,38,2019-05-09T19:41+00:00
R33958189,a159891383,ernest,joel,johnson,m,40,13/6/1977, 57  gloucester  avenue  fiddlers  green ,berwick,3806.0,vic, 03  5076  4860 ,jbegagqori@mail.com,bachelor-degree,other-technician,, 7905  0228  8606  4421 ,24,2017-09-26T13:34+00:00
R02682509,f108259260,aljour,anthony,spruill,f,19,12/5/2001, 30  glenefer  street  glenefer  garden ,runcorn,4113.0,qld, 07  8170  2871 ,aljour.spruill@yahoo.com,senior-secondary-school,construction-labourer,, 3726  5134  9985  1299 ,0,2020-02-14t14:52+00:00
R18014576,e117564108,tremaine,ross,figueroa,m,28,19/10/1990, 137  Kempsie  Road , Upper  Mount  Gravatt ,4122.0,QLD, 07  0396  8984 ,tremaine53@mail.com,bachelor-degree,health-professional,143244.0, 3238  6968  2309  5500 ,11,2018-03-10T04:10+00:00
R85248801,a188025418,henry,,ratliff,m,25,22/4/1995, 101  florence  street  central  clinic , port  pirie ,5540.0,sa, 08  4719  1914 ,ratliff87@hotmail.com,certificate-iv,other-technician,129282.0, 0187  7091  0277  9652 ,6,2020-05-13t15:45+00:00
R21679874,a198772461,tyler,alton,zuniga,m,64,21/2/1956, 32  Swann  Road ,Taringa,4068.0,QLD,,zuniga71@yahoo.com,advance-diploma,legal-professional,, 5384  7084  7354  9030 ,44,2019-09-26T23:16+00:00
R32814768,e141267838,chanson,cliff,harms,f,74,25/7/1946, 25  Blair  Street ,Bondi,2026.0,NSW, 02  6538  6581 ,harms21@mail.com,advance-diploma,legal-professional,, 9601  3493  4451  0044 ,55,2020-06-10T04:38+00:00
R40968278,i194867802,ella,thayer,broome,f,41,4/2/1976, 13  Wheatleigh  Street , Crows  Nest ,2065.0,NSW, 02  7939  7338 ,broome.ella@mail.com.au,secondary-school,machinary-driver,12009.0, 0473  3277  7987  7362 ,24,2016-10-07T15:27+00:00
R92586849,d142568899,ruth,ewhite,johnson,f,49,2/2/1970, 9  Goodall  Street ,Kedron,4031.0,QLD,,johnson13@mail.com,graduate-certificate,general-manager,116724.0, 1645  9807  1927  0631 ,26,2014-06-11T11:20+00:00
R52382922,c122893225,charles,robert,davidson,m,21,8/8/1997, 17  Kelsey  Crescent ,Millner,810.0,NT, 08  3951  3609 ,lbjlomnfkn@mail.com,bachelor-degree,legal-professional,90832.0, 1919  5193  3939  3057 ,4,2018-02-21T20:18+00:00
R33687756,f176336857,henry,cortes,ward,m,58,8/10/1962, 8  kurrajong  place  greenslopes , north  rockhampton ,4701.0,qld, 07  0640  7958 ,henry.ward@hotmail.com,senior-secondary-school,farm-worker,14180.0, 8541  5757  2361  4541 ,39,2020-07-26t16:02+00:00
R21302640,a124610320,maxine,,oneil,f,27,22/10/1990, 105  Ham  Road ,Mansfield,4122.0,QLD, 07  2303  8291 ,,certificate-iii,ict-technician,95821.0, 0253  2872  2106  9595 ,11,2017-10-26T23:30+00:00
R12680045,h181042506,peggy,renae,bass,f,79,11/11/1940, 21  Austin  Way ,Padbury,6025.0,WA, 08  7247  2146 ,,graduate-certificate,re-tired,0.0, 9964  0390  8190  9063 ,45,2019-11-09T16:06+00:00
R94718211,a114129781,shana,grace,adcock,f,54,15/4/1962, 11  Riverview  Drive ,Tewantin,4565.0,QLD, 07  5310  7062 ,,certificate-iii,other-technician,-9999.0, 6625  3907  0689  3834 ,39,2016-03-06T14:36+00:00
R30292058,b120389052,danny,jamie,lee,m,21,20/4/1995, 1  Timboram  Street ,Amaroo,2914.0,ACT, 02  4969  4604 ,hacspfjooo@hotmail.com,diploma,ict-technician,135993.0, 8255  2751  0322  0472 ,6,2016-09-10T03:09+00:00
R81725845,e175528481,james,mac,holbrook,m,31,26/2/1989, 13  Merinda  Drive , Port  Macquarie ,2444.0,NSW, 02  7979  2662 ,holbrook20@hotmail.com,diploma,engineering-worker,52769.0, 3966  4005  7555  8587 ,12,2020-04-18T16:27+00:00
R77134325,d145332771,kim,,mccallum,f,37,17/4/1982, 1  Darling  Street ,Echuca,3564.0,VIC, 03  1305  9086 ,mccallum.kim@gmail.com,diploma,other-technician,-9999.0, 2649  1975  5323  6350 ,17,2017-01-26T24:38+00:00
R17775337,b137377751,marie,hill,whitmore,f,7,25/8/2012, 3  Conyngham  Street ,Glenside,5065.0,SA, 08  1426  7878 ,whitmore37@aol.com,primary-school,,,,0,2019-11-22T14:02+00:00
R58452655,i155684255,sandra,ogrodnick,boykin,f,64,6/5/1956, 2160  the  lagoon  road  lynwood , the  lagoon ,2795.0,nsw, 02  9096  6350 ,boykin.sandra@mail.com,advance-diploma,legal-professional,-9999.0, 1891  6307  4712  5476 ,45,2020-05-03t18:44+00:00
R54109982,e192098541,mark,leonard,fleshman,m,66,12/10/1953, 21  Mingaletta  Drive ,Ashmore,4214.0,QLD, 07  4315  2669 ,fleshman.mark@gmail.com,certificate-iii,ict-technician,, 0246  0427  6826  8166 ,47,2018-08-09T11:32+00:00
R93904786,c178069394,quincy,dale,thompson,m,7,17/8/2013, 86  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  5119  0141 ,thompson78@gmail.com,primary-school,,0.0,,0,2020-06-01t13:51+00:00
R03985713,h183039157,samuel,melvin,giordano,m,9,6/7/2009, 57  Heaslop  Terrace ,Annerley,4103.0,QLD, 07  2361  1005 ,bkldhacano@mail.com,primary-school,,0.0,,0,2018-01-05T05:57+00:00
