rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-66394,c151194412,james,lee,squire,m,8,21/9/2012, 3978  51378  2  3 , 85  melbourne  road  / , st  johns  park ,,nsw, 02  6937  9281 ,james79@hotmail.com,,124,30,19,73,141,0,vitamin-d-deficiency,2020-06-08t10:59+00:00
rec-93483,i175989351,peter,sherman,roark,f,54,30/7/1961, 5309  82887  2  1 , 92  randles  road  morangarell ,connewarre,3227.0,vic, 03  8996  3124 ,roark47@yahoo.com,divorced,191,-99,29,77,73,1,abdominal-discomfort,2015-12-27t18:17+00:00
rec-30044,h132846907,celena,p,roberts,f,30,23/8/1987, 1547  86430  1  1 , 14  macarthur  parade  deville  apartments , main  beach ,4217.0,qld,,,widowed,192,-99,15,71,129,1,chronic-diverticulitis,2017-11-17t02:07+00:00
rec-27721,a139138159,paula,lee,beachem,f,36,4/9/1981, 4175  60242  2  1 , 1  windmill  road  rum  jungle ,batchelor,845.0,nt, 08  7211  1919 ,,not-married,165,-99,51,80,132,0,sweating,2017-01-27t17:13+00:00
rec-76167,b197127684,jay,,laster,f,54,8/11/1965, 1523  64839  2  2 , 50  butler  street  autumn  lodge ,armidale,2350.0,nsw, 02  7860  7679 ,,married,175,129,42,79,237,0,right-hip-replacement-for-right-leg/hip-pain-surgery,2019-03-06t17:56+00:00
rec-19931,b141585903,gene,christopher,pierson,m,76,17/12/1940, 3419  98039  2  2 , 66  poinsettia  avenue  emerald  springs ,mooloolaba,4557.0,qld, 07  0804  9482 ,gene.pierson@gmail.com,married,198,110,28,74,179,0,insomnia,2016-12-06t22:18+00:00
rec-68428,f165783301,lisa,karen,rice,f,10,23/7/2002, 6058  32129  1  3 , 1  guy  street  manor  gardns , kings  meadows ,,tas,,lisa27@hotmail.com,,145,-99,23,72,217,0,fall,2012-08-17t09:41+00:00
rec-35306,i113772708,gary,,crockett,m,10,29/5/2010, 6316  22669  1  3 , 48  rylah  crescent  wanniassa  shopping  centre ,wanniassa,2903.0,act, 02  2091  6845 ,gary29@yahoo.com,,137,-99,17,71,188,0,vomiting-as-a-result-of-stomach-virus,2020-02-27t03:09+00:00
rec-71514,b196015073,clarence,david,graham,f,26,9/2/1989, 9370  48193  2  2 , 721  taylors  creek  road  narine ,tarago,,nsw,,clarence84@aol.com,divorced,174,124,40,72,159,0,removal-of-basal-cell-carcinoma-on-left-forehead,2015-06-02t09:05+00:00
rec-79048,b166258864,anthony,w,moon,f,11,8/2/2006, 9636  78969  2  3 , 11  ferry  road  old  green  hill , green  hill ,2440.0,nsw, 02  0867  8020 ,anthony.moon@yahoo.com,,136,53,28,67,183,0,depression,2017-04-08t23:13+00:00
rec-78073,h103560047,damian,lamont,flowers,f,13,25/7/2000, 3027  56885  2  2 , 23  byng  street  brindabella ,holbrook,2644.0,nsw, 02  2684  4584 ,pggeaiiepq@yahoo.com,not-married,140,-99,22,78,200,0,fall,2013-08-24t14:05+00:00
rec-47458,c136289878,dorothy,elizabeth,carpenter,m,15,10/3/2003, 9969  34595  1  2 , 410  colooli  road  anzac  building ,narrabeen,2101.0,nsw, 02  2765  5234 ,,,179,61,19,80,280,0,constipation,2018-05-19t12:03+00:00
rec-20680,g150652141,james,d,pitts,m,68,4/10/1950, 6842  29586  2  1 , 78  blaxland  close  lakeland  park , buff  point ,2262.0,nsw, 02  5482  3865 ,pitts.james@yahoo.com,married,170,59,20,76,186,0,blepharitis--bilateral,2018-06-20t07:06+00:00
rec-48342,i126894879,dreema,elizabeth,boyce,f,15,26/2/1999, 8534  62430  1  2 , 7  keith  lane  level  one , fannie  bay ,,nt, 08  6720  5206 ,dreema.boyce@aol.com,not-married,156,60,24,78,221,0,temporal-arthritis,2014-07-06t13:19+00:00
rec-83229,g186737032,joe,alexis,rivens,f,64,1/1/1951, 2305  79936  1  1 , 7  wyoming  road  mayfields ,gulgong,2852.0,nsw, 02  0681  1685 ,,married,192,126,34,87,258,0,urinary-frequency,2015-03-24t17:25+00:00
rec-54330,a147802598,michael,,sullivan,m,42,2/1/1974, 1563  89346  2  2 , 714  linthorpe  road  argyle ,southbrook,4352.0,qld,,sullivan.michael@hotmail.com,married-de-facto,199,79,19,80,164,0,rash-and-itching--both-hands,2016-05-05t22:05+00:00
rec-20487,h176622688,dennis,m,cline,m,8,4/9/2005, 9728  29866  2  2 , 258  spring  street  yukana  retirement  village ,toowoomba,,qld, 07  2822  8993 ,cline79@gmail.com,,120,30,20,74,166,0,high-cholesterol,2013-11-18t02:20+00:00
rec-86091,i113200251,daniel,george,koster,m,66,4/6/1953, 7646  55959  2  1 , 56  empire  bay  drive  samaldo  caravn  park , empire  bay ,2257.0,nsw, 02  5673  8021 ,koster.daniel@gmail.com,married-de-facto,189,114,31,74,206,0,uterosacral-vault-suspension,2019-08-10t16:42+00:00
rec-26582,a191767522,paula,wintersteen,hershey,f,31,4/3/1984, 7369  40451  1  1 , 9  brookside  court  riverwood  retire ,albury,2640.0,nsw,,,not-married,169,114,39,77,252,0,fall/-broken-wrist,2015-02-18t09:24+00:00
rec-60567,b125329606,bryon,timothy,meduri,f,74,6/11/1939, 7224  17256  2  1 , 90  dulong  road  bunyip's  bluff ,nambour,4560.0,qld, 07  6922  8452 ,meduri36@gmail.com,married,185,-99,39,76,155,0,bilateral-eye-irritation/possible-infection,2013-02-22t20:34+00:00
rec-55620,a162681913,jill,,mock,m,51,13/4/1961, 7444  30673  1  2 , 1  barber  avenue  nepean  private  hospital ,penrith,,nsw, 02  7013  3196 ,,married,175,137,44,84,215,0,arthritis---r-knee,2015-04-27t10:13+00:00
rec-63765,g128261826,john,,richards,m,49,23/1/1968, 7291  81661  1  1 , 100  wiltunga  road  sect  186 ,bute,5560.0,sa,,john.richards@mail.com,married,192,63,17,74,156,0,uti,2017-07-24t06:01+00:00
rec-48273,d177300322,james,joseph,nelson,m,55,15/1/1963, 1940  85826  1  2 , 9  francis  crescent  bluegums , mount  evelyn ,3796.0,vic,,nelson.james@aol.com,married,175,-99,19,73,184,0,ankle-swelling,2018-05-13t02:43+00:00
rec-39997,i195325349,jerry,,pyon,m,22,4/11/1997, 1372  33157  1  2 , 107  arundel  drive  hse  29 ,arundel,4214.0,qld,,jerry.pyon@mail.com,married-de-facto,167,80,28,77,60,0,fall,2019-07-11t03:56+00:00
rec-60104,a110701805,denise,l,miller,f,45,14/11/1968, 5379  75414  1  1 , 130  hannan  street  the  old  australia  medical  centre ,kalgoorlie,6430.0,wa, 08  0988  2461 ,denise.miller@hotmail.com,married-de-facto,167,86,30,76,222,0,nausea,2013-03-06t14:26+00:00
rec-98250,f142986853,christopher,wayne,mullis,f,13,13/8/2000, 3192  91113  1  3 , 22  mitchell  street  central  specialist  clinic ,darwin,800.0,nt,,mncrsrbjqo@yahoo.com,married,152,63,27,78,228,0,imbalance,2013-05-18t04:36+00:00
rec-42974,b144750456,sandra,lynn,tart,f,51,28/4/1966, 1415  64416  2  2 , 695  bucketts  east  way  merewether ,gloucester,2422.0,nsw,,tart.sandra.mail.com.au,married-de-facto,185,124,36,71,84,0,gastroesophageal-reflux-disease,2019-03-16t04:31+00:00
rec-87120,d149586794,wayne,lee,myers,f,56,31/3/1955, 1857  27953  1  2 , 2  mathew  flinders  street  gove  house ,gove,880.0,nt, 08  3415  8212 ,myers87@gmail.com,not-married,182,100,30,75,121,0,worsening-urinary-frequency,2011-01-11t10:19+00:00
rec-65199,f172607048,bernice,oscar,findley,m,54,23/7/1960, 8639  11393  1  2 , 17  strafford  street  seymour  house ,manilla,2346.0,nsw,,findley44@aol.com,married,176,-99,21,76,108,1,constipation,2014-06-05t08:06+00:00
rec-88186,e162567725,samuel,sekhar,allen,f,10,29/11/2006, 9916  82429  2  3 , 4  martens  street  noyea ,beenleigh,4207.0,qld, 07  3934  0899 ,bnqajjdlqm.yahoo.com,,131,53,30,78,82,0,forehead-laceration-due-to-fall,2016-12-20t12:34+00:00
rec-22749,d149694331,elisabeth,hauser,lyons,f,45,10/11/1969, 7712  31011  1  1 , 20  rosedale  road  neabrae ,dubbo,2830.0,nsw,,lyons.elisabeth@yahoo.com,not-married,184,131,38,77,197,0,hypotension-(72/48),2014-07-13t06:38+00:00
rec-62283,d127206525,luz,bellobey,capps,f,11,8/2/2003, 6061  39473  1  3 , 50  scaysbrook  drive  brentwood  vlg ,kincumber,2251.0,nsw, 02  2329  0291 ,,,136,51,27,68,142,0,sycope-sp-polypectomy-secondary-to-gi-bleed,2014-06-11t09:08+00:00
rec-14651,e141802701,jerlean,ann,best,f,35,25/11/1980, 5109  95474  1  1 , 274  mulloway  road  valhalla  village , chain  valley  bay ,,nsw,,best97@aol.com,married,187,116,33,77,150,1,foot-pain-from-bunions,2015-11-02t19:31+00:00
rec-88716,g191820970,james,dillon,eastwood,f,2,30/9/2009, 6110  32300  1  2 , 15  perwell  street  unicorn  manor ,keperra,4054.0,qld, 07  7827  7064 ,,,94,12,13,74,201,0,common-cold,2011-12-22t24:06+00:00
rec-40061,e121316177,james,gray,gonzalez,m,17,14/6/1998, 8478  28243  2  3 , 1  barramundi  drive  dundee  downs ,daly,822.0,nt,,egtsgmmeen@mail.com.au,married,170,80,27,82,152,1,ankle-swelling,2015-03-20t05:28+00:00
rec-45792,g185726279,patricia,,walker,f,60,10/6/1956, 2746  33960  1  1 , 22  corkill  street  kamerunga  villas ,freshwater,4870.0,qld, 07  3065  7066 ,walker54@mail.com.au,married,169,93,32,78,131,0,weight-loss,2016-02-27t09:44+00:00
rec-57369,c132860652,michael,,perry,m,22,16/4/1992, 1525  99162  1  2 , 1  princes  highway  yellow  pinch  park ,merimbula,2548.0,nsw,,michael.perry@yahoo.com,not-married,199,141,35,75,97,0,musculoskeletal-pain,2014-05-11t20:32+00:00
rec-43158,i106248913,robert,jerome,barnhill,m,67,7/3/1944, 4829  26828  1  1 , 5  galeen  drive  castle  glenn  chate , burleigh  waters ,,qld,,,married-de-facto,174,105,34,76,182,0,deep-brain-stimulator-placement,2011-07-10t11:35+00:00
rec-60,b148428007,james,miguel,byrd,m,23,28/10/1996, 1705  70287  2  3 , 14  allandale  entrance  mermaid  junction  medical  centre  d4/5  gol , mermaid  waters ,4218.0,qld, 07  0666  7024 ,,married,174,95,31,75,135,1,atrial-fibrillation,2019-05-23t07:23+00:00
rec-18151,a148752914,daniel,k,pifer,m,71,21/8/1946, 3034  28102  2  1 , 530  jackeys  marsh  road  nut  garden , jackeys  marsh ,7304.0,tas,,daniel46@gmail.com,married,191,74,20,76,97,0,nausea,2017-12-10t13:40+00:00
rec-38713,d154551272,janet,downs,harrell,f,22,12/11/1990, 6740  77481  1  3 , 95  gemvale  road  somerset  heights ,mudgeeraba,,qld, 07  0666  8481 ,harrell.janet@aol.com,separated,172,120,40,72,106,0,insomnia,2012-06-12t03:08+00:00
rec-17568,h162894851,beth,ann,strothers,f,6,25/8/2014, 2338  28407  1  3 , 13  northcott  drive  div  adfa ,campbell,2612.0,act, 02  0255  5842 ,strothers91@gmail.com,,119,19,13,74,150,0,low-energy,2020-07-13t11:01+00:00
rec-20131,e173516497,janice,danielle,jones,f,12,7/2/2003, 7157  24485  2  3 , 35  winter  street  flt  3 ,malvern,,vic,,pnhemebqts@mail.com.au,,148,54,24,65,145,0,fall,2015-12-20t10:08+00:00
rec-50900,d114711811,garrett,t,spicer,m,47,7/5/1969, 8261  45694  1  2 , 295  kincumber  crescent  broadwater  court ,kincumber,2251.0,nsw,,spicer.garrett@mail.com,married,190,90,24,78,143,0,bilateral-essential-tremor-in-hands,2016-12-26t08:55+00:00
rec-29785,f197477072,joyce,s,otoole,f,38,26/10/1974, 5760  88480  2  1 , 152  north  flinders  street  house  3  international  hse ,darwin,800.0,nt,,otoole24@aol.com,married,176,122,39,76,107,0,shunt-in-left-ureter,2012-10-03t04:58+00:00
rec-34870,g177402529,donald,nealey,jimmerson,m,69,1/11/1948, 1446  17394  1  1 , 6390  goulburn  valley  highway  peppercorn  lodge ,arcadia,3631.0,vic, 03  6462  6285 ,jimmerson84@yahoo.com,married,177,118,37,74,119,0,radiation-therapy-side-effects,2017-03-17t10:45+00:00
rec-57768,f118943276,timothy,david,williams,m,20,28/11/1998, 8977  20880  1  3 , 161  bribie  island  road  silvershores  c  park , sandstone  point ,,qld, 07  5109  6943 ,williams14@mail.com.au,married-de-facto,170,105,36,80,243,0,back-pain-after-spinal-tap,2018-03-23t12:21+00:00
rec-93357,g126479217,frank,michael,wingo,f,64,20/9/1954, 2380  27897  2  2 , 120  foxhow  road  cressy  road ,foxhow,3323.0,vic, 03  6540  5021 ,frank.wingo@mail.com,separated,177,113,36,74,148,1,drowsiness,2018-09-23t08:34+00:00
rec-10737,f153432397,brenda,williams,spencer,f,26,23/10/1988, 6711  24139  2  1 , 66  warrandyte  road  kangaroo  grnd ,warrandyte,3113.0,vic, 03  6430  6827 ,brenda.spencer@aol.com,married-de-facto,184,105,31,79,105,0,rash,2014-07-10t05:30+00:00
rec-29878,c141804471,magda,wells,meadows,f,43,9/9/1969, 8529  26354  2  1 , 127  west  dianne  street  the  groves ,lawnton,4501.0,qld,,,married,185,140,40,72,132,0,dry-mouth-r/t-mouth-breathing-when-sleeping,2014-03-27t17:26+00:00
rec-72928,i109811782,john,edward,writtenberry,f,30,28/9/1986, 7252  18623  2  2 , 234  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  5714  6809 ,enmqakbpil.mail.com.au,married,174,-99,44,68,222,0,osteoarthritis-(right-shoulder),2016-08-03t01:37+00:00
rec-23405,g124625138,milton,keith,koontz,m,33,13/2/1984, 1278  73690  2  1 , 5  commercial  road  sheidow  park  medical  centre , sheidow  park ,,sa, 08  5007  0634 ,milton67@mail.com,not-married,183,73,21,73,114,1,depression,2017-11-18t14:46+00:00
rec-32938,f147144741,matthew,newell,scott,m,64,15/10/1953, 8319  50197  2  1 , 19  the  mall  paspaley  pearls  building ,darwin,,nt, 08  5550  0337 ,,married,170,57,19,72,231,0,worsening-anxiety,2017-07-09t10:29+00:00
rec-90061,a114677755,dominique,earl,ward,f,23,2/10/1993, 8737  93720  1  3 , 325  collins  street  apt  807 ,melbourne,,vic, 03  0371  3321 ,dominique.ward@mail.com,married,193,81,21,77,134,1,fall,2016-04-21t19:12+00:00
rec-57712,g137910839,karen,,hawkins,f,5,16/7/2007, 2711  90290  1  3 , 1  elliott  street  eliza  purton  home ,ulverstone,7315.0,tas,,karen90@mail.com,,108,20,17,73,169,0,depressed-mood-r/t-son's-divorce,2012-01-14t10:58+00:00
rec-49960,g142972019,wahib,,moore,m,21,30/7/1997, 6962  76196  1  3 , 2267  waukivory  road  tubrubucca ,waukivory,2422.0,nsw, 02  4703  5853 ,moore.wahib@mail.com,married-de-facto,171,146,49,76,116,0,low-energy,2018-08-17t17:01+00:00
rec-84898,c183619193,jackie,chad,lewis,f,15,4/12/1998, 3592  47941  2  3 , 658  bacchus  marsh  road  solander ,bullengarook,3437.0,vic, 03  0505  8103 ,jackie.lewis@gmail.com,married,172,-99,24,77,188,0,lp-(spinal)-headahce,2013-09-14t02:35+00:00
rec-72432,c174176623,larry,faggett,roy,f,44,24/6/1969, 1345  74514  1  1 , 23  newton  street  villa  15 ,goulburn,2580.0,nsw,,larry4@mail.com.au,married-de-facto,174,143,47,75,170,0,fall,2013-11-20t23:09+00:00
rec-60761,a153861498,timmie,,england,m,8,6/3/2007, 3447  33371  2  3 , 187  abbott  street  the  eye  care  corner ,cairns,,qld,,epsgtjdipj@mail.com.au,,118,33,23,77,263,0,depressed-mood,2015-09-18t02:08+00:00
rec-59929,d101808901,leander,ralph,brendle,m,59,17/4/1957, 7164  53010  1  1 , 5  allamurr  court  dunbar  heights ,palmerston,830.0,nt,,,not-married,167,57,20,76,177,0,infection-left-foot,2016-11-23t11:33+00:00
rec-96706,g140979098,jared,,garrett,f,21,19/4/1994, 6197  12835  1  3 , 25  grafton  street  pentagon  bldg ,cairns,4870.0,qld, 07  5261  8604 ,ofnboofrsg@hotmail.com,married,197,135,34,75,237,0,dizziness,2015-02-07t14:40+00:00
rec-1244,d104706673,shareka,c,malloy,f,28,12/4/1987, 5906  97300  2  2 , 445  scaysbrook  drive  brentwood  retirement  vlge ,kincumber,2251.0,nsw, 02  8889  5787 ,malloy27@gmail.com,married,176,75,24,73,73,0,migraine,2015-12-02t21:35+00:00
rec-21632,g173186994,alveria,esperanza,lucas,f,56,4/2/1957, 5122  35869  2  1 , 27  victoria  street  barkly  st  medical  clinic ,warragul,3820.0,vic,,,married,193,149,40,87,212,1,diarrhea,2013-04-08t07:56+00:00
rec-33541,i174744364,odishia,sheree,hayes,m,13,1/1/2000, 2234  64774  2  2 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt, 08  6215  5743 ,hayes.odishia@yahoo.com,married-de-facto,166,-99,21,75,197,0,eyes-glaucoma,2013-06-21t15:06+00:00
rec-27107,d112812967,winstone,james,johnson,m,69,30/9/1944, 6810  58056  1  1 , 5025  st  andrews  terrace  fairways  centre , sanctuary  cove ,4212.0,qld, 07  9798  5421 ,winstone67@mail.com,separated,198,-99,33,78,128,0,dry-mouth,2013-12-26t18:54+00:00
rec-90070,b172084125,cameron,stephen,bratton,f,14,27/12/1999, 6738  57814  1  3 , 10  sherbrooke  road  baron  of  beef ,sherbrooke,3789.0,vic, 03  9465  6372 ,cameron.bratton@aol.com,widowed,153,45,19,72,125,1,ankle-swelling,2013-07-06t20:26+00:00
rec-83878,g144484577,justin,stephen,freeman,f,17,12/6/2000, 2300  30508  2  2 , 3  duncan  road  section , stokes  bay ,,sa,,lmqpqplnrg@mail.com.au,not-married,179,99,30,73,155,1,back-pain---possible-dermal-hematoma-at-lumbar-puncture-site,2017-05-23t18:44+00:00
rec-39913,h155740088,ellis,leonard,franklin,m,27,11/11/1987, 7011  85327  1  2 , 47  cutler  drive  central  coast  van  park ,wyong,2259.0,nsw,,ellis17@yahoo.com,not-married,194,146,38,78,245,0,fungus-on-toenail,2014-09-08t08:52+00:00
rec-14646,a194780537,evangela,gardner,westlotorn,f,10,19/5/2006, 4861  30768  2  2 , 10  adamson  street  ca ,malmsbury,3446.0,vic, 03  5987  8203 ,evangela.westlotorn@mail.com.au,,138,54,28,76,151,0,dizziness,2016-03-03t16:55+00:00
rec-64526,f198186513,william,cralla,wadford,m,47,19/11/1965, 4749  15152  2  1 , 14  lomond  avenue  klsyth ,kilsyth,3137.0,vic, 03  7762  2599 ,wadford18@gmail.com,married,186,66,19,67,178,0,transient-ischemic-attack,2012-11-21t19:48+00:00
rec-8176,e189367654,tynajia,,wheaton,f,42,23/10/1973, 7061  85597  1  1 , 335  eastbourne  road  villa  60 ,rosebud,3939.0,vic, 03  4084  4795 ,wheaton4@gmail.com,married-de-facto,196,74,19,73,120,0,bowel-movement-in-shower,2015-07-09t01:52+00:00
rec-18645,a175990821,james,,fine,m,10,31/8/2003, 5650  39611  1  2 , 185  broadsound  road  tropical  caravan  park ,paget,4740.0,qld, 07  8135  5371 ,james82@aol.com,,132,50,28,72,158,0,eyes-watering,2013-04-27t04:50+00:00
rec-41683,g122301754,michael,edward,boyles,m,55,23/2/1962, 8197  46488  2  1 , 18  readford  street  carramar ,warren,,nsw,,,not-married,194,112,29,71,164,0,worsening-urinary-frequency,2017-12-07t14:12+00:00
rec-88912,c122417906,stephen,,mccullers,m,47,9/5/1969, 3243  10942  1  2 , 7  albert  street  whitehaven , point  lonsdale ,3225.0,vic,,mccullers22@gmail.com,married,180,62,19,76,202,0,wandering,2016-08-03t11:20+00:00
rec-21977,i131133684,jonathan,scudder,tucker,f,11,28/6/2006, 7201  29558  2  3 , 81  willandra  road  willandra  village ,cromer,2099.0,nsw,,,,148,60,27,74,155,0,low-energy,2017-09-23t05:42+00:00
rec-32684,i128759147,lynsi,brower,pendry,f,61,20/9/1953, 8603  15498  2  2 , 5  island  view  close  pacific  bay  villas , coffs  harbour ,,nsw, 02  3743  4460 ,,married-de-facto,197,74,19,74,200,0,fall,2014-03-05t24:50+00:00
rec-49432,a184028909,angela,samone,fuller,f,21,15/4/1995, 2839  82752  1  3 , 17  gumnut  lane  earl  haven ,nerang,4211.0,qld,,fuller.angela@yahoo.com,not-married,199,123,31,78,106,0,ankle-numbness-and-discoloration,2016-09-21t20:36+00:00
rec-71284,a138576815,hollis,gaskill,moretz,f,38,27/3/1980, 9729  96946  1  1 , 19  seaton  park  close  clovernook ,cundletown,2430.0,nsw,,hollis45@mail.com,divorced,170,95,32,76,214,0,dizziness,2018-06-04t04:19+00:00
rec-67548,a101370760,cloyce,haynes,hanakahi,m,66,27/3/1947, 5538  42009  2  1 , 125  fenwick  drive  ballina  lakeside , ballina  east ,2478.0,nsw,,hanakahi.cloyce@mail.com,married-de-facto,170,84,29,81,205,0,vomiting,2013-05-08t06:41+00:00
rec-65355,h187276319,donna,w,blackledge,f,27,3/11/1990, 7335  75599  1  1 , 421  pacific  highway  unite  45 ,artarmon,2064.0,nsw, 02  6544  8810 ,bhhlggrnbp@yahoo.com,not-married,175,149,48,79,164,0,chest-pain,2017-03-06t19:24+00:00
rec-45496,e178187825,stephanie,cherise,stebbing,f,46,14/6/1968, 4382  72412  1  2 , 14  cherry  hill  way  summercourt , chirnside  park ,,vic, 03  5386  7647 ,stebbing.stephanie@yahoo.com,married,185,75,21,73,57,0,depressed-mood,2014-06-13t09:39+00:00
rec-56204,a106875065,joel,oday,taylor,m,25,10/5/1993, 1526  63779  1  3 , 1  lorne  road  pinery  to  point ,avon,,sa, 08  8474  1642 ,joel.taylor@gmail.com,married,194,119,31,74,189,1,diarrhea,2018-02-04t07:17+00:00
rec-1110,a151366190,matthew,patrick,gilbert,m,25,14/12/1990, 3764  79208  1  2 , 600  bruce  highway  calanna  medical  centre ,woree,4868.0,qld,,matthew.gilbert@mail.com.au,married-de-facto,167,147,52,76,93,0,abdominal-pain,2015-03-08t10:29+00:00
rec-81393,i190713823,david,everette,thompson,f,67,13/5/1950, 2314  69562  2  2 , 91  main  road  mclaren  vale  lodge , mclaren  vale ,5171.0,sa,,,divorced,170,116,40,73,109,0,headache,2017-07-27t21:37+00:00
rec-44258,d176424893,jack,hampton,spoerer,m,25,24/7/1991, 2532  42964  1  2 , 44  victoria  street  hastings  clinic ,hastings,3915.0,vic,,jack.spoerer@gmail.com,married,170,104,35,76,182,0,mild-depression,2016-10-07t03:21+00:00
rec-78963,h110365259,william,stephen,iskander,f,51,1/4/1968, 4345  38590  2  1 , 1308  gobarralong  street  oak  hills ,coolac,2727.0,nsw,,iskander.william@aol.com,not-married,167,116,41,80,241,0,low-energy,2019-02-03t21:45+00:00
rec-48348,i148851189,daniel,d,purcell,m,29,8/6/1989, 7686  58829  1  1 , 82  marine  parade  aries  bldg  (cnr  warner  s  street ,coolangatta,,qld,,daniel.purcell@hotmail.com,separated,168,73,25,72,114,1,insomnia,2018-07-20t16:15+00:00
rec-10607,g199295375,melissa,anne,riddle,f,24,23/1/1989, 5454  42296  1  2 , 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  4913  1773 ,riddle.melissa@gmail.com,not-married,194,133,35,78,201,0,subdural-hemorrhage-after-injury,2013-05-18t14:55+00:00
